trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",20,0,-37.9344806750218,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.99}",20,12,-9.120247451755498,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
3,False,"{'a': 0.5, 'e': 0.9801}",25,0,-246.97041530370714,"{0: 11, 1: 1, 2: 8, 3: 1, 4: 4}",0
4,False,"{'a': 0.5, 'e': 0.970299}",30,0,-197.44967899258552,"{0: 19, 1: 1, 2: 5, 3: 2, 4: 3}",0
5,False,"{'a': 0.5, 'e': 0.96059601}",20,0,-124.78986609764053,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.9509900498999999}",25,0,-69.7507527270263,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.941480149401}",25,0,-79.79785408307693,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
8,False,"{'a': 0.5, 'e': 0.9320653479069899}",25,0,-80.80709339445178,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.9227446944279201}",25,7,-154.91668798240963,"{0: 8, 1: 3, 2: 3, 3: 2, 4: 2}",1
10,False,"{'a': 0.5, 'e': 0.9135172474836408}",20,0,-70.30671699884277,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.9043820750088044}",25,0,-86.91182128442924,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0.8953382542587164}",30,0,-119.9116605195603,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
13,False,"{'a': 0.5, 'e': 0.8863848717161292}",20,0,-86.14020084187749,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
14,False,"{'a': 0.5, 'e': 0.8775210229989678}",25,0,-155.85854045421752,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.8687458127689782}",20,0,-137.75483946891788,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
16,False,"{'a': 0.5, 'e': 0.8600583546412884}",20,0,-146.19335414695783,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
17,False,"{'a': 0.5, 'e': 0.8514577710948755}",20,0,-23.65436889116191,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.8429431933839268}",20,0,-165.97084816588554,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
19,False,"{'a': 0.5, 'e': 0.8345137614500875}",30,0,-180.75019650953624,"{0: 22, 1: 1, 2: 2, 3: 1, 4: 4}",0
20,False,"{'a': 0.5, 'e': 0.8261686238355866}",30,0,-101.82842004783097,"{0: 22, 1: 4, 2: 1, 3: 1, 4: 2}",0
21,False,"{'a': 0.5, 'e': 0.8179069375972308}",25,0,-80.37891361734512,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.8097278682212584}",25,0,-41.500641700742165,"{0: 18, 1: 4, 2: 1, 3: 2, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.8016305895390459}",25,0,-85.70830976243172,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
24,False,"{'a': 0.5, 'e': 0.7936142836436554}",20,11,-19.829070551234032,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
25,False,"{'a': 0.5, 'e': 0.7856781408072188}",30,0,-36.04560070401654,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.7778213593991467}",20,0,-62.77657830673294,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.7700431458051551}",20,0,-52.488381714508385,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
28,False,"{'a': 0.5, 'e': 0.7623427143471035}",20,0,-79.26695811510886,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.7547192872036326}",20,0,-136.73339007270988,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.7471720943315961}",20,0,-65.32562980251153,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.7397003733882802}",20,0,-99.9845083003998,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.7323033696543975}",30,0,-9.168725415878402,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.7249803359578534}",25,1,4.587764444934246,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
34,False,"{'a': 0.5, 'e': 0.7177305325982749}",30,8,-41.52703292696301,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
35,False,"{'a': 0.5, 'e': 0.7105532272722921}",20,0,-56.298360935269834,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.7034476949995692}",20,1,-96.17626047772416,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 2}",1
37,False,"{'a': 0.5, 'e': 0.6964132180495735}",25,0,-58.80158275322518,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
38,False,"{'a': 0.5, 'e': 0.6894490858690777}",30,15,-55.844030770182876,"{0: 9, 1: 0, 2: 5, 3: 1, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.682554595010387}",20,0,-122.82685070518504,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.6757290490602831}",20,0,-46.48193027235244,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.6689717585696803}",20,0,-47.45322728477108,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
42,False,"{'a': 0.5, 'e': 0.6622820409839835}",25,5,-11.129620785192873,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
43,False,"{'a': 0.5, 'e': 0.6556592205741436}",30,3,-51.30568599955449,"{0: 20, 1: 0, 2: 6, 3: 1, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.6491026283684022}",25,11,-2.2503148490076104,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.6426116020847181}",25,5,-32.68533994610338,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.6361854860638709}",20,0,-86.80206348628842,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.6298236312032323}",25,5,-85.17485313616784,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",1
48,False,"{'a': 0.5, 'e': 0.6235253948912}",30,7,-15.289410073318248,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
49,False,"{'a': 0.5, 'e': 0.617290140942288}",20,0,-66.48322581502396,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.611117239532865}",25,0,-116.6358517436423,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.6050060671375364}",25,20,7.635648617677538,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.598956006466161}",25,13,-30.50708371522067,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
53,False,"{'a': 0.5, 'e': 0.5929664464014994}",30,0,-83.5311834544232,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
54,False,"{'a': 0.5, 'e': 0.5870367819374844}",20,0,-43.98616603874641,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
55,False,"{'a': 0.5, 'e': 0.5811664141181095}",30,0,-61.174320048518226,"{0: 21, 1: 6, 2: 2, 3: 0, 4: 1}",0
56,False,"{'a': 0.5, 'e': 0.5753547499769285}",20,0,-14.575493188767764,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
57,False,"{'a': 0.5, 'e': 0.5696012024771592}",25,0,-78.9036867691282,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.5639051904523875}",30,0,-89.13095603832889,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.5582661385478637}",25,0,-48.138394650971925,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.5526834771623851}",25,0,-163.3064541927039,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
61,False,"{'a': 0.5, 'e': 0.5471566423907612}",20,0,13.571855395954294,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.5416850759668536}",25,0,-69.28503965782699,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.536268225207185}",35,0,-110.2794059725968,"{0: 23, 1: 3, 2: 7, 3: 1, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.5309055429551132}",20,9,-43.795575290856505,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
65,False,"{'a': 0.5, 'e': 0.525596487525562}",30,0,3.1778651852256203,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.5203405226503064}",20,0,-66.61446281223877,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.5151371174238033}",20,0,-43.1490076527018,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.5099857462495653}",30,17,0.5468777087209955,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.5048858887870696}",25,0,4.021867737505436,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.4998370298991989}",25,0,-4.715030173542093,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.49483865960020695}",30,0,-51.852499113639034,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.4898902730042049}",25,0,-91.51540832264014,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.48499137027416284}",20,8,8.729123575630986,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.4801414565714212}",30,22,11.754950870920934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.47534004200570695}",25,0,-20.514421574231363,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.4705866415856499}",20,0,-53.40480194503342,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.46588077516979337}",25,4,3.1476335387103225,"{0: 17, 1: 3, 2: 1, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.46122196741809546}",25,6,7.026489485064742,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.4566097477439145}",30,8,21.99241131795354,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.45204365026647536}",20,0,-44.11499927810445,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.4475232137638106}",25,0,-116.33583256836454,"{0: 18, 1: 2, 2: 1, 3: 2, 4: 2}",0
82,False,"{'a': 0.5, 'e': 0.4430479816261725}",20,8,19.25444241254022,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.43861750180991077}",25,11,-68.22007291585571,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 1}",1
84,False,"{'a': 0.5, 'e': 0.43423132679181164}",20,0,-18.74089809020539,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.4298890135238935}",30,0,-14.252843244725076,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.4255901233886546}",30,0,-50.494343825388974,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.421334222154768}",25,13,-30.069025236553372,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
88,False,"{'a': 0.5, 'e': 0.41712087993322033}",20,0,-25.464277757321362,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
89,False,"{'a': 0.5, 'e': 0.41294967113388814}",20,11,-22.52346303715839,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.40882017442254925}",25,0,-0.1020913900528555,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.4047319726783238}",20,0,-89.92852517657424,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
92,False,"{'a': 0.5, 'e': 0.40068465295154054}",20,0,-52.921434952855485,"{0: 16, 1: 0, 2: 0, 3: 4, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.3966778064220251}",20,0,6.970543141818277,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.39271102835780486}",20,0,-34.48359958688679,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.3887839180742268}",25,10,-53.94967878201404,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.38489607889348454}",25,15,-3.612545467736772,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.38104711810454966}",25,11,-75.4376504357177,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
98,False,"{'a': 0.5, 'e': 0.37723664692350417}",30,13,26.73963475988476,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.37346428045426916}",25,19,-32.75915912903437,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
100,False,"{'a': 0.5, 'e': 0.36972963764972644}",25,2,11.887585712524324,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.3660323412732292}",30,19,-46.72968902323428,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
102,False,"{'a': 0.5, 'e': 0.3623720178604969}",25,0,-58.318879215052206,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
103,False,"{'a': 0.5, 'e': 0.3587482976818919}",20,0,4.8853727490362635,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.355160814705073}",25,0,-94.89697327401365,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
105,False,"{'a': 0.5, 'e': 0.35160920655802225}",20,8,-16.624558538305184,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.348093114492442}",20,15,-1.1181232648035286,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.3446121833475176}",25,0,-23.01108959064969,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.34116606151404244}",20,0,-130.5537898743218,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
109,False,"{'a': 0.5, 'e': 0.337754400898902}",20,7,0.07554916117790889,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.334376856889913}",25,13,-0.26668353386216204,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.33103308832101386}",20,15,-1.333969949575979,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.3277227574378037}",25,16,-6.049122606578711,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.3244455298634257}",20,7,-5.267795105199513,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.3212010745647914}",20,0,-26.15715173155311,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.3179890638191435}",25,3,-37.14295572043181,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.31480917318095203}",25,2,-58.24630129293251,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 1}",1
117,False,"{'a': 0.5, 'e': 0.3116610814491425}",25,11,-16.861391579700115,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
118,False,"{'a': 0.5, 'e': 0.30854447063465107}",25,0,17.469917183755882,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.3054590259283046}",25,0,-4.037438453187339,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
120,False,"{'a': 0.5, 'e': 0.30240443566902153}",30,17,-46.082300851105906,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
121,False,"{'a': 0.5, 'e': 0.2993803913123313}",35,5,-64.52017560349583,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",1
122,False,"{'a': 0.5, 'e': 0.296386587399208}",20,0,-24.45926975781295,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.2934227215252159}",25,7,-34.13072748933485,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.29048849430996376}",30,13,26.529226033283642,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.2875836093668641}",20,12,-7.290887215699463,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.28470777327319546}",20,16,6.5072297232273595,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.2818606955404635}",20,3,-45.966747056974285,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.27904208858505886}",30,18,19.872967315544145,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.2762516676992083}",20,0,-14.900067199834062,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.2734891510222162}",20,0,19.24005060214118,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.27075425951199406}",20,11,17.307856069093024,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.2680467169168741}",20,0,12.996336784762539,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.26536624974770534}",30,18,20.97317710255093,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.2627125872502283}",25,11,-43.30359522907728,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
135,False,"{'a': 0.5, 'e': 0.26008546137772603}",35,24,-5.471043625548096,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.25748460676394874}",30,16,-51.41563972074145,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
137,False,"{'a': 0.5, 'e': 0.2549097606963093}",25,8,22.526557720974527,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.2523606630893462}",20,0,22.486429309387443,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.2498370564584527}",25,9,-16.72808810648956,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
140,False,"{'a': 0.5, 'e': 0.24733868589386818}",30,0,-55.65964816194397,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
141,False,"{'a': 0.5, 'e': 0.24486529903492948}",20,6,-13.488143894373852,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.2424166460445802}",30,13,26.34864290771782,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.2399924795841344}",25,2,26.04442953824749,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23759255478829303}",30,9,2.248346663385245,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.23521662924041012}",25,2,8.021327811952569,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.232864462948006}",30,0,-45.117717206797984,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.23053581831852593}",20,13,8.04662600476199,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22823046013534068}",35,25,8.139322892273599,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.22594815553398728}",20,8,-44.32789228067896,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
150,False,"{'a': 0.5, 'e': 0.2236886739786474}",20,10,-17.9293511314578,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.22145178723886091}",25,10,19.842215327232555,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.2192372693664723}",20,0,8.940062812339493,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.21704489667280757}",20,0,-9.704337435956667,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.2148744477060795}",20,3,13.101507231070112,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.2127257032290187}",25,0,36.91391881552037,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.21059844619672852}",30,18,10.611258750483426,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.20849246173476124}",20,7,19.393760552615774,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.2064075371174136}",30,1,-32.49534629295135,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.2043434617462395}",20,7,24.817298700032897,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.2023000271287771}",30,21,-28.807578091287827,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
161,False,"{'a': 0.5, 'e': 0.2002770268574893}",25,17,2.091650301088577,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.19827425658891443}",25,17,7.477515601838142,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19629151402302528}",20,0,12.468543008960069,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.19432859888279502}",25,0,20.207210732852673,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.19238531289396707}",20,0,18.29698021726525,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.1904614597650274}",35,17,-37.88706399208939,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.1885568451673771}",25,17,14.179569219372846,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.18667127671570335}",30,15,12.517016802866396,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.1848045639485463}",20,5,-27.61049367309079,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.18295651830906084}",35,18,-10.64181638434062,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.18112695312597024}",20,0,-21.974565529157793,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
